DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
SOUTH ANDAMAN,1950,0.8,0.0,0.0,95.5,264.2,369.9,366.7,347.3,494.5,224.6,89.3,169.4
SOUTH ANDAMAN,1951,82.7,7.2,0.0,45.4,259.0,619.9,665.3,101.3,360.9,489.0,209.6,434.8
SOUTH ANDAMAN,1952,0.0,0.8,69.7,39.4,452.9,657.7,385.5,541.3,240.3,315.6,287.5,89.2
SOUTH ANDAMAN,1953,27.0,78.4,0.0,133.4,261.7,481.0,561.3,308.2,399.6,299.5,262.0,65.7
SOUTH ANDAMAN,1954,37.4,0.5,35.3,56.9,451.8,611.8,599.7,817.0,1123.0,175.1,35.1,84.2
SOUTH ANDAMAN,1955,71.3,22.1,4.6,67.6,708.8,564.1,305.6,497.5,379.6,382.1,314.8,21.1
SOUTH ANDAMAN,1956,46.3,70.6,33.8,146.8,374.2,374.7,373.2,562.5,299.0,510.8,163.6,76.5
SOUTH ANDAMAN,1957,10.2,15.8,0.0,8.6,144.8,925.1,391.1,591.3,369.0,344.9,76.8,6.9
SOUTH ANDAMAN,1958,28.7,2.6,1.9,0.0,382.6,543.5,477.3,457.3,427.4,262.9,470.9,77.5
SOUTH ANDAMAN,1959,0.4,0.0,18.5,110.6,260.0,636.8,929.9,310.3,605.9,397.2,220.4,95.7
SOUTH ANDAMAN,1960,95.5,23.1,0.0,37.8,667.3,545.8,286.0,290.1,486.5,423.2,132.2,93.5
SOUTH ANDAMAN,1961,62.8,180.1,39.2,109.0,1060.6,412.3,357.4,721.6,705.1,328.1,310.9,83.3
SOUTH ANDAMAN,1962,177.7,13.6,0.0,36.0,305.5,423.5,449.6,465.7,521.7,228.9,145.1,493.1
SOUTH ANDAMAN,1963,70.9,8.2,12.7,122.4,234.3,433.6,326.8,684.6,609.0,367.1,95.0,269.8
SOUTH ANDAMAN,1964,16.2,2.7,0.0,3.1,587.9,592.3,354.3,468.8,662.4,217.9,394.3,23.9
SOUTH ANDAMAN,1965,10.2,25.9,21.4,54.1,322.6,409.9,421.4,430.0,577.8,313.1,121.4,507.9
SOUTH ANDAMAN,1966,70.0,0.0,1.6,42.0,462.6,124.7,527.0,311.6,556.3,174.1,378.3,279.5
SOUTH ANDAMAN,1967,146.5,13.9,3.9,31.8,619.9,372.9,634.7,722.5,326.0,534.6,123.9,74.6
SOUTH ANDAMAN,1968,8.6,1.4,0.2,69.1,233.4,477.8,551.0,263.7,493.9,228.7,181.5,110.7
SOUTH ANDAMAN,1969,139.8,123.2,0.0,27.2,369.2,253.0,190.0,296.2,623.2,89.8,376.2,58.6
SOUTH ANDAMAN,1970,31.5,3.6,0.0,36.6,453.1,464.5,707.4,326.7,628.7,399.6,457.1,154.8
SOUTH ANDAMAN,1971,3.3,10.3,17.9,36.9,375.1,353.5,441.2,417.4,620.6,568.6,192.1,88.9
SOUTH ANDAMAN,1972,20.2,2.0,2.3,150.6,478.8,637.2,467.3,447.7,411.8,314.1,556.5,152.6
SOUTH ANDAMAN,1973,7.7,12.2,23.6,14.8,430.0,553.0,324.5,458.3,364.3,198.7,316.8,224.1
SOUTH ANDAMAN,1974,8.2,32.7,10.1,445.8,286.6,317.8,265.6,409.8,317.6,461.7,443.4,55.4
SOUTH ANDAMAN,1975,161.1,26.0,1.0,18.4,296.0,668.0,155.8,347.0,373.0,351.3,308.1,115.9
SOUTH ANDAMAN,1976,48.0,1.1,0.0,182.3,480.3,525.3,344.4,555.8,309.8,172.6,335.8,443.6
SOUTH ANDAMAN,1977,91.1,32.5,4.8,6.9,316.0,325.7,343.6,315.6,394.0,265.0,103.1,17.3
SOUTH ANDAMAN,1978,114.3,45.5,10.0,52.5,456.3,429.9,709.8,299.8,275.4,229.5,100.7,12.6
SOUTH ANDAMAN,1979,30.2,7.5,0.0,75.0,154.6,266.1,404.0,143.7,336.2,149.5,38.4,1.7
SOUTH ANDAMAN,1980,0.0,0.0,0.0,,798.3,576.3,500.4,455.8,327.5,180.3,99.1,709.7
SOUTH ANDAMAN,1981,12.0,12.9,0.0,111.3,286.3,571.4,321.8,492.8,508.2,296.8,289.5,202.6
SOUTH ANDAMAN,1982,3.2,0.1,4.9,141.4,,489.1,439.2,336.0,490.9,,277.7,22.9
SOUTH ANDAMAN,1983,11.8,0.0,0.0,0.0,217.9,389.5,653.5,590.0,493.5,350.8,280.0,84.2
SOUTH ANDAMAN,1984,48.3,234.9,16.1,121.6,232.7,618.5,632.4,150.9,362.2,345.3,195.0,506.4
SOUTH ANDAMAN,1985,6.6,6.6,13.2,74.8,330.1,512.8,248.8,337.5,346.5,408.0,252.7,74.7
SOUTH ANDAMAN,1986,9.2,0.5,0.2,2.2,299.1,350.2,209.1,490.6,357.1,106.7,207.3,18.4
SOUTH ANDAMAN,1987,123.4,23.2,17.1,7.7,155.3,364.2,27.1,666.1,453.2,311.4,306.0,257.9
SOUTH ANDAMAN,1988,0.4,24.7,29.5,87.9,275.3,263.8,602.8,422.9,748.5,304.4,561.6,41.6
SOUTH ANDAMAN,1989,50.3,0.0,43.1,21.2,443.1,397.7,475.6,582.5,208.5,351.6,272.1,0.7
SOUTH ANDAMAN,1990,0.0,0.0,34.2,89.0,471.3,344.9,230.4,325.3,332.2,146.4,370.3,58.0
SOUTH ANDAMAN,1991,10.9,0.0,19.5,110.4,220.1,168.4,489.1,528.5,476.0,328.3,165.1,29.5
SOUTH ANDAMAN,1992,144.2,0.0,0.0,0.0,302.8,456.6,473.8,400.8,403.2,269.1,13.9,5.3
SOUTH ANDAMAN,1993,14.6,0.0,17.0,29.8,201.8,285.6,485.6,237.0,468.1,269.3,182.6,44.3
SOUTH ANDAMAN,1994,0.6,22.7,151.9,151.7,438.4,436.8,552.5,366.3,690.3,127.5,116.0,23.5
SOUTH ANDAMAN,1995,26.1,0.4,12.4,31.5,223.1,591.5,514.8,603.3,349.8,273.8,448.0,4.4
SOUTH ANDAMAN,1996,46.8,4.8,0.3,113.9,330.6,662.0,343.5,364.8,795.0,437.3,267.8,178.8
SOUTH ANDAMAN,1997,4.6,0.0,0.6,19.0,314.2,185.7,918.5,430.6,440.2,128.7,292.8,38.4
SOUTH ANDAMAN,1998,0.9,0.0,0.0,0.0,348.9,600.0,364.5,258.9,337.8,618.6,227.8,38.2
SOUTH ANDAMAN,1999,83.4,49.0,16.9,392.0,351.1,319.4,408.5,409.3,316.9,427.8,117.9,193.2
SOUTH ANDAMAN,2000,32.5,85.5,200.0,210.4,468.3,383.6,211.0,572.5,258.3,300.7,141.1,79.6
SOUTH ANDAMAN,2001,122.4,2.5,152.3,16.4,775.2,327.9,305.9,322.8,431.6,264.7,135.1,79.2
SOUTH ANDAMAN,2002,0.3,0.0,7.0,86.0,436.1,289.4,326.9,230.7,306.0,60.3,343.4,118.0
SOUTH ANDAMAN,2003,10.9,0.1,142.6,13.3,350.6,227.1,608.7,360.6,317.0,301.0,56.8,69.9
SOUTH ANDAMAN,2004,52.1,25.9,37.5,31.2,594.9,413.5,401.4,315.4,360.4,270.3,257.5,0.9
SOUTH ANDAMAN,2005,0.0,,3.4,42.7,312.5,644.3,547.1,379.1,444.0,404.6,373.5,308.0
SOUTH ANDAMAN,2006,13.7,0.9,17.6,161.1,403.8,380.8,152.6,244.5,679.5,485.5,81.1,82.6
SOUTH ANDAMAN,2007,0.0,0.0,0.0,41.3,307.5,442.0,240.9,489.1,509.5,284.1,251.4,152.0
SOUTH ANDAMAN,2008,6.3,25.4,123.0,287.9,626.0,319.0,520.9,510.8,375.0,256.6,392.2,88.3
SOUTH ANDAMAN,2009,0.0,0.0,45.6,153.7,403.9,507.5,134.0,336.1,352.9,229.1,86.9,62.6
SOUTH ANDAMAN,2010,82.4,0.0,0.0,11.7,252.6,435.7,488.9,438.2,243.6,376.4,298.6,319.6
NICOBAR,1950,,,,,,,,,,,,
NICOBAR,1951,,,,,,,,,,,,
NICOBAR,1952,,,,,,,,,,,,
NICOBAR,1953,194.8,139.3,79.8,156.6,347.3,330.3,264.5,110.4,411.2,247.1,234.9,138.0
NICOBAR,1954,288.0,8.2,87.3,132.0,478.6,410.0,326.5,455.4,362.2,339.7,169.6,294.8
NICOBAR,1955,111.7,87.7,35.9,128.4,464.9,468.7,211.6,271.5,251.5,480.2,432.6,131.5
NICOBAR,1956,140.6,189.2,93.5,256.0,473.0,287.5,353.8,378.5,387.2,374.3,201.4,185.4
NICOBAR,1957,126.3,16.0,29.5,70.8,246.9,339.8,330.0,169.5,283.3,217.2,223.7,312.0
NICOBAR,1958,54.0,58.4,130.3,25.9,375.2,613.9,410.0,366.9,242.0,401.0,303.8,130.0
NICOBAR,1959,15.1,8.1,59.8,82.6,204.4,234.0,449.6,354.0,392.7,334.8,294.8,210.3
NICOBAR,1960,118.8,92.7,53.1,132.6,487.5,315.1,247.0,122.2,550.5,328.9,346.9,158.1
NICOBAR,1961,164.3,78.0,73.3,115.6,592.3,211.8,159.7,263.0,225.5,476.8,296.7,373.6
NICOBAR,1962,235.4,3.0,74.1,81.7,370.4,168.4,323.7,366.6,346.9,288.9,171.0,429.9
NICOBAR,1963,222.0,87.2,11.3,59.8,327.5,355.2,121.8,323.0,433.6,341.3,165.8,156.7
NICOBAR,1964,215.5,91.6,13.5,30.9,473.1,212.0,240.2,296.6,379.1,250.3,370.0,331.0
NICOBAR,1965,5.0,62.5,47.8,68.8,412.1,50.7,190.8,372.7,393.7,281.9,295.6,488.3
NICOBAR,1966,135.4,18.2,49.9,88.7,468.1,168.3,223.8,434.1,366.1,267.1,411.1,398.2
NICOBAR,1967,229.2,72.0,97.8,95.8,559.8,263.6,254.5,247.4,202.4,433.4,188.9,164.7
NICOBAR,1968,70.0,3.3,11.8,100.1,349.1,432.4,243.9,120.3,300.9,342.7,210.4,212.3
NICOBAR,1969,156.5,59.1,54.9,41.6,227.0,299.2,154.2,388.4,296.3,245.5,418.7,169.7
NICOBAR,1970,109.1,137.3,14.1,88.9,396.0,251.2,254.0,257.8,194.7,411.1,283.3,366.7
NICOBAR,1971,158.3,116.6,101.4,36.8,620.0,268.3,212.8,148.6,378.7,489.2,165.7,372.7
NICOBAR,1972,27.2,0.6,29.1,218.4,121.4,173.9,297.3,267.3,384.9,200.6,280.6,173.7
NICOBAR,1973,67.1,35.7,78.2,105.9,477.4,555.0,185.6,217.3,329.8,317.1,427.6,670.3
NICOBAR,1974,68.8,90.8,46.1,387.6,187.8,162.9,207.9,383.4,389.0,279.5,504.3,167.0
NICOBAR,1975,258.4,78.5,33.6,76.4,301.3,313.6,111.9,268.0,432.9,530.4,513.3,165.5
NICOBAR,1976,0.0,20.0,2.5,227.2,323.6,338.5,214.7,414.6,393.8,190.7,507.2,273.1
NICOBAR,1977,33.0,136.7,14.7,18.0,242.3,301.3,276.5,117.3,304.9,238.9,406.6,220.4
NICOBAR,1978,79.4,33.6,66.7,144.4,233.6,477.8,484.8,157.8,193.4,203.4,120.0,175.0
NICOBAR,1979,106.9,27.2,17.1,53.5,123.0,336.0,381.9,162.8,247.9,191.4,625.7,57.0
NICOBAR,1980,24.0,3.5,40.4,98.6,385.0,562.9,535.6,400.9,207.3,293.3,221.8,577.6
NICOBAR,1981,24.1,99.6,7.6,170.1,249.8,357.7,331.2,179.6,149.1,194.6,330.0,212.4
NICOBAR,1982,9.7,12.3,20.9,78.0,230.3,278.2,207.4,154.8,189.5,182.5,276.2,194.9
NICOBAR,1983,77.8,0.0,13.5,40.0,407.8,237.2,415.9,307.4,602.5,311.0,456.8,176.9
NICOBAR,1984,226.1,123.4,67.8,227.1,179.9,353.7,192.4,58.3,281.1,256.7,249.6,515.9
NICOBAR,1985,34.6,73.7,84.2,101.5,343.2,124.4,97.9,191.0,222.5,395.0,211.9,169.5
NICOBAR,1986,50.0,1.7,6.4,32.4,434.4,200.5,155.5,159.8,338.9,289.1,244.6,99.1
NICOBAR,1987,69.2,19.2,6.2,47.1,175.0,337.9,82.9,445.5,241.0,507.3,358.8,619.7
NICOBAR,1988,44.2,134.9,49.4,91.1,768.7,75.2,412.5,304.8,661.5,320.7,797.9,95.8
NICOBAR,1989,72.5,56.0,93.7,152.5,383.3,293.5,455.2,222.6,205.1,458.9,319.7,16.3
NICOBAR,1990,58.9,0.7,40.3,110.1,333.8,235.9,112.8,223.2,310.2,126.7,419.7,224.1
NICOBAR,1991,44.4,16.8,91.1,188.6,309.9,138.5,526.8,299.2,1024.1,286.5,60.1,159.3
NICOBAR,1992,56.1,37.4,0.0,22.3,281.2,248.9,334.5,406.2,309.9,382.1,185.9,23.1
NICOBAR,1993,41.6,0.0,541.9,133.2,253.1,194.2,185.8,212.8,282.5,452.6,420.4,209.4
NICOBAR,1994,30.5,116.5,236.3,87.8,481.6,232.3,362.0,225.6,876.3,250.1,457.1,40.4
NICOBAR,1995,184.9,54.1,12.1,41.5,357.6,144.8,358.0,299.3,545.6,211.9,479.9,71.1
NICOBAR,1996,153.2,,1.4,217.5,320.3,297.7,382.4,298.3,400.7,321.2,274.4,
NICOBAR,1997,0.5,0.0,0.0,,255.4,182.0,,,,,,
NICOBAR,1998,,,,,,,,,,,,171.1
NICOBAR,1999,64.9,63.4,34.8,280.8,235.1,221.0,,199.6,339.0,453.2,136.2,68.8
NICOBAR,2000,86.3,16.1,124.8,230.6,349.2,313.9,120.2,280.0,236.9,354.5,186.1,172.8
NICOBAR,2001,178.0,65.0,173.4,59.6,532.2,159.7,275.9,190.9,315.6,283.8,568.6,240.8
NICOBAR,2002,39.1,0.1,39.2,123.1,299.3,226.6,46.8,281.9,263.7,198.4,247.2,180.6
NICOBAR,2003,98.4,20.6,160.0,29.4,208.4,51.2,308.7,291.4,308.3,398.7,181.6,
NICOBAR,2004,25.5,115.6,94.1,82.4,390.9,338.5,294.7,212.4,323.6,207.8,156.5,
NICOBAR,2005,,0.0,83.6,66.8,254.1,373.2,168.7,174.6,183.9,225.4,323.3,528.3
NICOBAR,2006,49.3,61.7,167.4,261.7,364.2,344.2,140.9,136.7,378.5,409.8,144.1,103.4
NICOBAR,2007,21.5,6.9,21.8,51.0,433.8,343.7,192.5,347.6,277.1,232.8,315.1,129.3
NICOBAR,2008,31.3,13.9,182.3,235.9,186.9,282.3,214.3,422.6,96.4,247.6,394.5,161.3
NICOBAR,2009,67.8,27.8,86.6,161.1,465.2,150.4,175.5,143.5,175.3,114.6,146.0,
NICOBAR,2010,92.8,35.3,3.2,26.9,269.3,566.4,442.4,370.2,243.4,193.0,526.7,320.7
NORTH ANDAMAN,1950,,,,,,,,,,,,
NORTH ANDAMAN,1951,,,,,,,,,,,,
NORTH ANDAMAN,1952,,,,,,,,,,,,
NORTH ANDAMAN,1953,4.1,11.4,4.7,184.7,162.1,737.3,439.0,307.5,319.7,190.5,237.6,18.8
NORTH ANDAMAN,1954,10.8,0.0,3.3,17.2,294.8,546.3,533.7,496.4,662.1,261.0,82.3,65.4
NORTH ANDAMAN,1955,13.7,0.0,0.0,36.1,734.6,834.1,341.0,276.5,358.3,536.2,367.4,15.9
NORTH ANDAMAN,1956,0.0,19.9,0.0,44.1,610.3,345.7,620.5,431.4,313.9,,143.5,0.0
NORTH ANDAMAN,1957,1.5,0.0,0.0,5.8,92.6,766.6,249.1,409.2,393.6,291.6,40.3,4.7
NORTH ANDAMAN,1958,0.0,0.0,0.0,46.5,318.6,471.8,424.5,337.4,341.8,190.4,175.5,30.8
NORTH ANDAMAN,1959,16.1,0.0,26.9,67.2,237.1,415.2,921.8,531.3,686.1,272.3,233.1,112.2
NORTH ANDAMAN,1960,103.8,106.1,0.0,23.1,441.7,665.7,363.6,337.1,340.7,419.0,158.4,55.1
NORTH ANDAMAN,1961,53.2,37.6,4.9,53.5,1108.6,453.8,339.1,572.8,745.4,372.5,243.8,70.8
NORTH ANDAMAN,1962,82.2,22.9,1.0,36.0,280.8,429.4,420.4,409.8,503.4,271.7,22.8,260.2
NORTH ANDAMAN,1963,7.8,9.6,0.4,26.4,245.2,480.8,384.4,682.3,721.4,203.9,90.5,110.7
NORTH ANDAMAN,1964,25.7,0.0,0.0,24.7,510.6,492.3,252.5,574.5,472.3,202.0,296.2,43.0
NORTH ANDAMAN,1965,17.0,16.4,16.2,38.0,196.6,610.6,479.2,379.4,679.6,274.6,,
NORTH ANDAMAN,1966,57.3,0.0,0.0,7.3,246.8,159.9,466.6,301.9,410.3,116.1,249.2,292.7
NORTH ANDAMAN,1967,144.7,0.0,15.5,73.9,396.9,355.0,609.4,722.8,340.2,326.0,27.0,79.1
NORTH ANDAMAN,1968,7.4,0.0,3.5,82.3,327.3,670.7,646.2,291.0,610.4,295.6,91.9,74.3
NORTH ANDAMAN,1969,47.2,14.2,5.2,3.1,320.8,648.3,595.5,207.3,477.0,143.1,271.5,13.5
NORTH ANDAMAN,1970,88.6,3.4,11.3,60.7,410.0,443.2,609.5,405.8,365.0,360.7,459.5,228.2
NORTH ANDAMAN,1971,10.3,6.0,19.7,33.0,293.3,503.8,520.5,347.4,384.1,456.5,173.0,94.6
NORTH ANDAMAN,1972,0.0,2.0,0.0,180.9,535.6,484.4,755.5,393.9,508.3,253.4,358.8,208.6
NORTH ANDAMAN,1973,0.0,19.1,9.8,0.0,374.9,392.0,519.6,376.3,367.0,252.1,336.0,132.8
NORTH ANDAMAN,1974,8.6,27.5,7.4,120.4,508.1,470.0,277.1,540.0,287.1,407.7,232.1,40.3
NORTH ANDAMAN,1975,393.6,0.0,0.0,0.0,459.1,963.8,224.8,417.6,286.4,305.3,230.6,47.6
NORTH ANDAMAN,1976,7.9,11.7,0.0,105.4,745.5,422.7,511.3,466.8,454.0,148.0,167.8,331.7
NORTH ANDAMAN,1977,95.7,0.0,2.4,0.5,256.8,373.3,375.4,502.0,625.8,276.4,56.0,26.0
NORTH ANDAMAN,1978,122.4,12.0,0.0,27.6,302.5,482.9,705.2,495.7,409.7,279.5,46.8,0.0
NORTH ANDAMAN,1979,0.0,1.0,0.0,61.8,151.9,268.1,545.4,207.0,371.3,160.6,32.2,0.0
NORTH ANDAMAN,1980,0.0,0.0,0.0,5.0,858.8,653.2,667.5,582.7,257.5,294.2,140.3,265.6
NORTH ANDAMAN,1981,2.9,0.8,0.0,35.4,268.5,764.9,371.8,714.5,573.5,218.9,412.8,117.9
NORTH ANDAMAN,1982,13.4,0.0,0.0,68.4,228.6,508.3,499.1,467.4,358.8,154.3,181.9,18.9
NORTH ANDAMAN,1983,0.0,0.0,0.0,0.0,167.2,562.0,329.8,511.1,461.5,187.2,132.8,41.3
NORTH ANDAMAN,1984,0.0,146.3,12.2,148.7,87.9,287.7,419.8,141.1,213.0,400.0,74.5,349.0
NORTH ANDAMAN,1985,4.1,0.0,0.0,10.6,193.6,920.4,289.7,514.0,456.4,293.4,224.6,70.0
NORTH ANDAMAN,1986,0.0,0.0,0.0,0.0,231.1,340.5,486.3,562.3,496.0,175.7,77.4,43.6
NORTH ANDAMAN,1987,27.6,55.2,31.4,10.1,163.0,328.3,40.8,792.0,388.8,354.5,294.6,242.3
NORTH ANDAMAN,1988,0.0,0.0,14.5,73.1,373.7,603.0,444.4,319.3,437.2,213.2,481.0,81.1
NORTH ANDAMAN,1989,51.9,0.0,76.5,0.0,318.5,499.3,250.1,365.9,228.9,142.4,202.6,0.0
NORTH ANDAMAN,1990,0.0,0.0,7.0,73.4,433.2,272.9,254.3,303.7,290.6,125.9,145.7,69.1
NORTH ANDAMAN,1991,0.0,0.0,0.0,122.1,97.8,178.6,612.0,554.1,200.3,251.0,137.6,28.0
NORTH ANDAMAN,1992,24.5,6.0,0.0,0.0,163.4,413.8,240.8,327.0,258.7,175.8,41.7,0.0
NORTH ANDAMAN,1993,0.0,0.0,0.0,5.8,122.2,266.6,422.3,225.1,496.0,240.0,63.9,6.5
NORTH ANDAMAN,1994,0.0,1.3,48.3,195.0,326.5,427.1,703.0,679.7,795.5,82.9,82.4,14.6
NORTH ANDAMAN,1995,0.0,0.0,11.9,0.0,374.7,494.0,570.2,657.5,429.0,360.8,442.0,9.3
NORTH ANDAMAN,1996,0.0,,7.3,77.2,255.5,613.0,301.6,311.0,389.2,208.1,230.3,
NORTH ANDAMAN,1997,19.0,0.0,0.0,12.5,265.2,222.1,,,,,,
NORTH ANDAMAN,1998,,,,,,,,,,,,
NORTH ANDAMAN,1999,3.0,30.0,0.0,153.6,184.1,314.5,,,,,,
NORTH ANDAMAN,2000,,,,,,,,,,,,
NORTH ANDAMAN,2001,8.0,0.0,118.1,26.0,739.2,529.3,410.8,760.4,256.0,261.0,107.0,19.0
NORTH ANDAMAN,2002,4.0,0.0,0.0,,341.3,496.0,462.0,696.0,613.0,252.0,,112.0
NORTH ANDAMAN,2003,,,,,,,496.1,446.4,458.2,269.0,29.1,28.0
NORTH ANDAMAN,2004,73.0,0.0,3.0,28.0,487.5,481.7,406.0,357.1,183.5,190.4,97.3,0.0
NORTH ANDAMAN,2005,0.0,0.0,0.0,50.0,327.8,321.4,469.0,326.0,749.0,230.2,219.8,123.5
NORTH ANDAMAN,2006,0.0,0.0,10.5,110.5,221.7,364.8,234.0,243.7,519.8,253.3,33.0,50.5
NORTH ANDAMAN,2007,0.0,0.0,0.0,68.8,391.2,339.5,820.2,510.0,583.6,127.6,147.1,0.0
NORTH ANDAMAN,2008,1.0,137.0,71.5,139.0,674.7,684.3,670.3,489.5,426.0,229.7,214.3,6.5
NORTH ANDAMAN,2009,0.0,0.0,2.0,110.1,145.0,1020.5,557.0,558.9,486.6,410.0,21.0,48.0
NORTH ANDAMAN,2010,124.5,0.0,0.0,5.0,408.1,394.5,597.1,788.5,292.5,544.8,94.7,137.2
ANANTAPUR,1950,0.0,8.1,0.0,2.1,62.6,34.2,30.5,87.6,97.2,128.6,35.9,0.0
ANANTAPUR,1951,0.0,0.0,19.4,15.8,74.7,54.0,72.4,17.4,92.1,51.5,9.9,0.0
ANANTAPUR,1952,0.0,0.7,0.0,6.9,109.6,28.7,45.1,30.6,61.9,116.4,0.0,33.1
ANANTAPUR,1953,0.0,0.0,0.0,54.2,20.6,58.3,127.1,19.3,138.2,271.8,0.2,0.0
ANANTAPUR,1954,0.0,0.0,2.4,15.3,47.3,33.8,105.1,70.7,33.5,122.9,0.0,27.0
ANANTAPUR,1955,0.0,0.0,11.8,33.9,112.9,28.3,53.8,100.1,165.1,88.4,20.8,1.7
ANANTAPUR,1956,2.7,0.0,0.0,64.3,51.8,53.8,112.2,33.6,136.2,228.8,93.1,7.4
ANANTAPUR,1957,0.0,1.1,3.1,9.5,51.7,108.1,48.6,45.9,79.1,77.8,36.9,0.9
ANANTAPUR,1958,0.1,1.2,2.8,19.8,92.0,28.6,34.0,100.9,123.6,109.5,37.1,1.6
ANANTAPUR,1959,0.0,2.3,0.0,11.3,45.7,107.0,77.7,63.2,167.6,23.9,3.9,5.6
ANANTAPUR,1960,0.0,0.0,2.4,9.5,52.1,25.8,57.0,12.7,234.3,33.9,55.6,0.1
ANANTAPUR,1961,2.4,4.4,1.6,14.1,70.7,80.2,44.0,34.4,12.9,133.3,14.9,0.0
ANANTAPUR,1962,0.0,2.7,4.2,34.7,42.1,42.9,38.3,121.8,85.8,148.7,10.5,88.7
ANANTAPUR,1963,0.2,0.0,9.5,50.7,34.5,30.4,40.0,122.3,124.7,189.8,5.5,3.8
ANANTAPUR,1964,0.0,0.0,0.0,5.8,10.9,60.3,149.4,40.5,210.4,42.4,48.3,0.2
ANANTAPUR,1965,0.0,0.4,1.3,22.6,11.8,55.1,26.2,135.6,85.7,0.0,6.6,28.0
ANANTAPUR,1966,20.3,0.0,0.0,13.7,36.5,84.6,63.6,91.1,136.0,76.1,89.2,12.8
ANANTAPUR,1967,1.3,0.0,10.4,8.5,54.4,43.5,114.8,18.2,119.1,120.9,12.9,11.5
ANANTAPUR,1968,0.0,12.0,13.2,28.4,38.1,38.7,37.4,8.9,184.6,92.7,30.2,9.5
ANANTAPUR,1969,0.0,0.0,0.0,4.9,102.1,32.4,24.0,139.7,23.3,140.8,7.9,10.3
ANANTAPUR,1970,0.4,0.8,0.0,11.0,102.4,20.6,25.1,66.9,143.5,102.8,1.6,0.0
ANANTAPUR,1971,1.3,2.0,3.2,12.0,45.7,16.8,17.4,88.9,113.8,152.7,6.9,1.2
ANANTAPUR,1972,0.0,0.0,0.0,10.6,93.6,42.7,10.8,6.8,136.0,144.2,37.2,9.6
ANANTAPUR,1973,0.0,0.0,0.0,2.3,17.0,67.2,27.0,86.8,181.3,191.1,26.5,2.4
ANANTAPUR,1974,0.0,0.0,0.0,9.6,108.8,44.1,52.6,21.9,207.4,142.4,3.1,0.0
ANANTAPUR,1975,0.0,0.0,9.9,2.3,43.5,24.6,129.0,79.4,129.7,248.7,72.5,1.3
ANANTAPUR,1976,0.0,0.0,0.0,22.5,12.1,45.6,31.3,116.5,25.5,39.1,26.6,0.0
ANANTAPUR,1977,0.0,0.0,4.4,22.3,126.1,74.0,62.0,94.4,97.4,103.2,59.3,0.0
ANANTAPUR,1978,0.0,4.8,1.2,19.5,41.8,28.8,74.6,35.6,158.5,50.9,63.5,22.8
ANANTAPUR,1979,0.0,12.7,0.3,6.8,36.2,42.2,45.3,57.5,242.9,45.2,110.2,0.0
ANANTAPUR,1980,0.0,0.0,3.0,13.8,47.0,48.9,32.7,36.2,96.6,54.4,46.2,4.7
ANANTAPUR,1981,2.0,0.0,12.1,7.5,40.0,26.6,64.4,79.9,268.2,91.4,31.3,3.7
ANANTAPUR,1982,0.0,0.0,0.1,10.5,30.9,68.8,44.3,10.1,136.2,70.2,118.6,0.0
ANANTAPUR,1983,0.0,0.0,0.0,0.1,54.8,80.6,22.0,102.4,179.6,44.5,2.2,20.8
ANANTAPUR,1984,0.0,2.9,37.4,14.9,10.6,8.6,107.8,11.3,77.8,67.8,5.4,6.5
ANANTAPUR,1985,0.9,0.0,3.3,13.9,28.9,30.1,56.8,21.3,52.9,75.6,15.0,2.1
ANANTAPUR,1986,10.2,12.6,0.0,6.9,15.8,62.5,18.3,42.2,131.3,44.6,39.1,4.2
ANANTAPUR,1987,0.0,0.0,1.0,0.4,20.9,72.3,7.5,94.4,66.8,177.5,32.7,13.8
ANANTAPUR,1988,0.0,0.6,9.1,37.4,98.3,14.4,141.9,210.6,272.9,20.3,1.9,18.4
ANANTAPUR,1989,0.0,0.0,10.9,7.6,10.8,46.1,265.1,22.3,201.3,21.5,4.3,2.1
ANANTAPUR,1990,0.1,0.0,5.0,1.1,101.4,49.0,30.9,44.9,44.1,108.7,62.3,6.4
ANANTAPUR,1991,9.6,0.0,8.1,26.9,53.1,120.5,20.0,26.8,82.2,173.9,58.0,1.0
ANANTAPUR,1992,0.0,0.0,0.0,20.2,51.9,61.9,44.1,63.0,76.0,78.8,82.6,0.0
ANANTAPUR,1993,0.0,0.0,10.1,13.7,30.0,67.4,42.7,88.5,91.6,148.5,37.5,54.4
ANANTAPUR,1994,19.9,3.4,0.0,23.8,38.4,22.9,46.9,35.7,32.3,173.4,26.9,2.3
ANANTAPUR,1995,6.2,5.8,3.9,9.6,43.5,33.9,108.2,131.4,95.3,82.6,12.2,0.0
ANANTAPUR,1996,0.0,0.0,0.0,33.1,28.0,166.2,47.7,112.1,185.6,184.1,11.2,22.6
ANANTAPUR,1997,14.8,0.0,21.7,23.5,17.0,74.2,13.6,64.2,175.3,46.4,50.3,30.0
ANANTAPUR,1998,0.0,0.7,2.6,19.9,32.2,30.2,112.7,167.5,114.0,131.0,38.3,9.6
ANANTAPUR,1999,0.0,9.9,3.0,10.1,59.8,30.5,42.8,85.7,126.4,104.5,25.0,0.8
ANANTAPUR,2000,0.0,53.0,0.0,17.5,55.8,76.9,51.4,173.8,76.2,157.4,8.4,7.2
