DISTRICT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
CHINDWARA,1965,20.6,1.3,29.5,21.3,2.3,144.0,199.7,203.4,122.4,6.0,0.0,0.9
CHINDWARA,1966,15.4,0.0,9.6,4.0,29.8,85.8,250.5,121.2,116.2,4.5,42.9,10.6
CHINDWARA,1967,0.0,0.0,62.3,2.1,0.0,226.1,336.2,262.4,91.4,4.3,3.5,129.2
CHINDWARA,1968,30.1,28.0,34.9,20.7,0.5,92.0,291.2,273.5,284.5,16.2,0.0,3.5
CHINDWARA,1969,3.4,0.4,4.3,0.1,17.9,92.7,405.9,354.5,215.2,0.0,0.0,0.0
CHINDWARA,1970,38.7,7.6,53.8,3.0,44.8,346.1,317.6,462.2,257.1,2.1,0.0,0.0
CHINDWARA,1971,8.7,7.3,15.7,4.0,30.1,230.4,212.4,181.8,103.3,105.9,0.0,0.0
CHINDWARA,1972,0.0,0.0,0.0,0.3,0.0,114.2,144.6,477.0,75.0,3.8,14.3,12.2
CHINDWARA,1973,0.1,23.0,0.0,1.2,0.0,134.8,567.3,457.8,169.7,72.8,0.0,0.3
CHINDWARA,1974,0.0,1.8,2.1,0.5,16.5,134.8,243.1,317.3,85.8,164.0,0.3,0.0
CHINDWARA,1975,10.3,35.5,32.7,0.0,1.5,217.5,187.1,359.2,229.8,57.9,0.0,0.0
CHINDWARA,1976,1.3,0.2,21.3,28.2,1.7,67.5,309.0,339.6,169.8,0.0,41.1,0.0
CHINDWARA,1977,0.0,0.8,0.0,0.1,5.0,301.4,274.4,342.8,179.9,106.5,166.0,0.0
CHINDWARA,1978,23.6,24.5,27.3,6.8,0.0,196.5,364.3,495.4,40.7,0.3,41.8,25.9
CHINDWARA,1979,18.0,62.8,0.0,0.0,8.1,105.9,228.1,364.0,85.3,16.8,21.5,2.4
CHINDWARA,1980,1.2,4.2,5.0,2.2,0.0,153.9,228.3,325.2,86.6,3.6,0.0,35.7
CHINDWARA,1981,1.3,2.9,26.5,0.2,8.6,256.2,356.3,286.7,284.6,8.7,0.0,11.5
CHINDWARA,1982,63.4,8.2,0.7,0.0,0.0,170.0,251.5,292.6,142.6,36.5,38.9,0.0
CHINDWARA,1983,5.4,4.9,1.0,0.0,0.0,153.9,290.1,435.8,405.6,41.5,0.0,10.4
CHINDWARA,1984,20.5,14.3,0.0,0.0,0.0,136.5,279.6,700.6,45.1,38.6,0.0,8.3
CHINDWARA,1985,84.1,0.0,0.0,0.0,8.2,153.5,242.5,316.5,79.8,112.3,0.0,0.0
CHINDWARA,1986,2.1,191.0,11.0,0.0,0.0,193.3,358.4,333.5,54.6,8.6,0.0,31.6
CHINDWARA,1987,44.3,49.2,12.9,0.0,10.1,109.7,170.4,267.0,100.3,106.1,36.9,0.7
CHINDWARA,1988,2.3,20.9,0.0,9.4,11.1,235.5,283.6,373.4,158.4,43.5,0.0,0.0
CHINDWARA,1989,0.0,0.0,39.8,0.0,6.5,265.6,113.0,443.2,92.0,8.2,0.0,38.0
CHINDWARA,1990,2.8,11.3,4.7,2.0,62.8,291.9,262.6,388.9,200.6,85.4,0.0,11.2
CHINDWARA,1991,3.7,3.5,22.9,7.2,0.7,127.4,321.7,226.7,6.5,1.7,15.6,0.0
CHINDWARA,1992,0.0,0.0,0.9,0.7,11.3,104.7,302.3,406.4,68.5,3.3,0.0,0.0
CHINDWARA,1993,0.0,7.8,27.6,0.0,1.3,181.0,432.2,255.4,268.2,47.5,0.0,0.0
CHINDWARA,1994,1.9,5.8,0.0,4.9,0.0,199.5,502.2,474.0,256.9,14.2,0.0,0.0
CHINDWARA,1995,23.7,0.0,23.1,2.7,0.0,142.8,352.2,212.6,129.5,0.0,0.0,9.8
CHINDWARA,1996,26.8,11.2,3.1,4.7,0.3,49.5,306.4,225.5,128.5,64.3,0.0,0.0
CHINDWARA,1997,6.4,0.0,0.0,10.7,5.4,87.5,530.3,319.6,195.8,58.8,124.9,173.3
CHINDWARA,1998,37.8,3.6,34.6,5.7,1.0,107.4,218.7,192.8,315.9,22.8,99.6,0.0
CHINDWARA,1999,0.0,30.2,0.0,0.0,8.6,143.2,256.0,275.0,746.8,113.4,0.0,0.0
CHINDWARA,2000,0.0,,0.0,0.0,0.0,212.4,326.4,148.3,29.2,3.8,0.0,0.0
CHINDWARA,2001,1.3,0.0,2.5,53.1,4.6,215.4,210.4,241.3,36.3,305.5,0.0,0.0
CHINDWARA,2002,0.0,23.2,0.4,0.8,2.0,163.2,64.3,483.5,150.0,56.1,32.3,0.0
CHINDWARA,2003,0.0,61.9,0.0,0.0,0.0,107.3,571.2,208.4,244.3,20.7,1.5,0.0
CHINDWARA,2004,0.0,0.0,0.0,0.0,0.0,138.2,221.9,245.8,73.3,27.5,24.6,0.0
CHINDWARA,2005,43.8,11.4,31.1,3.7,126.5,173.1,581.9,259.3,308.6,30.8,0.0,0.0
CHINDWARA,2006,0.0,,72.1,10.1,7.2,50.1,312.6,374.9,133.8,10.9,10.7,9.0
CHINDWARA,2007,,2.9,2.4,8.4,13.5,106.2,386.2,205.7,182.2,0.0,20.0,0.0
CHINDWARA,2008,0.0,0.0,,0.0,,124.5,195.5,,183.2,,0.0,0.0
CHINDWARA,2009,2.6,0.0,0.0,0.0,0.0,67.7,636.2,150.2,252.2,54.0,91.2,78.2
CHINDWARA,2010,0.0,0.0,0.0,0.0,0.0,145.3,347.9,343.6,226.6,26.8,28.9,0.0
DAMOH,1950,8.6,16.5,20.6,0.0,6.3,54.0,302.7,401.9,61.7,0.0,0.0,22.1
DAMOH,1951,20.2,33.0,15.6,1.2,4.4,77.9,381.1,417.5,240.3,2.6,0.0,0.0
DAMOH,1952,0.7,29.9,1.8,1.0,5.7,307.9,490.3,535.1,88.3,2.5,0.0,3.0
DAMOH,1953,9.8,0.1,0.0,10.6,1.9,28.1,382.9,203.7,182.0,3.8,0.0,0.0
DAMOH,1954,14.6,6.6,7.8,0.0,0.0,81.1,318.2,263.8,427.7,4.3,0.0,0.0
DAMOH,1955,85.5,0.0,0.0,3.0,0.6,323.6,217.8,440.7,268.8,115.8,0.0,0.0
DAMOH,1956,10.7,0.0,0.0,0.0,18.8,145.4,660.8,605.2,107.8,71.9,55.5,31.7
DAMOH,1957,26.5,0.4,76.9,11.8,3.8,60.3,202.7,327.6,112.1,7.1,0.0,0.1
DAMOH,1958,0.2,4.0,4.3,0.4,0.0,67.2,668.0,272.1,230.5,98.6,0.0,0.0
DAMOH,1959,48.2,3.7,0.0,1.1,54.3,106.1,397.5,434.6,139.0,70.8,0.0,0.0
DAMOH,1960,32.3,0.0,20.7,0.0,0.0,62.8,318.2,619.1,52.4,104.6,0.0,0.0
DAMOH,1961,33.2,0.0,1.3,4.2,8.9,106.2,437.7,517.8,297.0,75.0,28.8,9.8
DAMOH,1962,12.5,38.2,22.7,16.0,5.8,53.6,390.2,246.2,244.5,0.0,0.0,29.1
DAMOH,1963,6.7,6.4,2.1,22.8,1.0,123.6,277.0,314.0,285.2,0.4,0.0,0.0
DAMOH,1964,0.0,0.0,0.0,0.0,0.0,102.8,319.6,353.4,240.7,4.4,0.0,0.0
DAMOH,1965,0.0,0.0,10.4,0.3,0.3,38.4,163.1,157.4,186.4,4.1,0.0,14.4
DAMOH,1966,4.7,2.0,0.0,0.0,0.1,264.7,267.9,303.7,18.4,0.0,24.7,0.0
DAMOH,1967,0.0,0.0,17.9,2.2,0.0,120.3,508.6,399.5,539.4,0.0,0.0,20.8
DAMOH,1968,23.2,1.3,0.0,0.0,0.0,173.4,309.7,288.6,194.9,21.0,0.0,0.0
DAMOH,1969,4.1,0.1,0.0,0.0,0.0,8.3,763.2,427.0,193.1,0.0,16.1,0.0
DAMOH,1970,,,21.8,0.0,7.4,94.6,134.0,333.3,263.3,0.0,0.0,0.0
DAMOH,1971,42.2,0.0,5.8,20.7,9.0,385.7,573.5,230.8,326.8,143.2,0.0,0.0
DAMOH,1972,0.0,0.6,0.0,0.0,0.0,76.3,149.1,488.4,121.4,36.6,71.8,5.6
DAMOH,1973,0.0,16.0,0.1,0.0,0.0,40.5,553.9,318.8,182.3,33.9,0.0,27.7
DAMOH,1974,0.0,6.0,0.0,0.0,0.4,119.9,262.4,477.9,31.6,40.4,0.0,0.0
DAMOH,1975,13.0,13.0,0.6,0.0,0.0,88.9,274.6,525.4,159.4,28.9,0.0,0.0
DAMOH,1976,14.5,0.6,2.9,15.4,3.3,87.8,338.6,298.6,158.5,0.0,0.0,0.3
DAMOH,1977,0.0,0.0,6.3,24.1,11.3,177.6,284.1,364.5,186.5,75.9,84.7,0.4
DAMOH,1978,14.7,114.7,24.2,6.7,0.0,198.8,353.6,600.5,137.1,4.3,14.7,47.0
DAMOH,1979,52.3,35.7,2.7,0.0,10.0,36.5,166.2,146.9,36.4,0.7,81.9,0.0
DAMOH,1980,1.0,0.3,0.0,0.0,0.0,185.1,338.1,658.7,140.7,1.1,0.0,47.0
DAMOH,1981,1.1,0.7,26.2,0.0,9.7,73.3,248.2,264.4,182.1,9.7,6.4,31.6
DAMOH,1982,125.5,12.2,0.0,0.0,6.0,92.6,284.0,680.2,99.0,16.5,18.1,3.2
DAMOH,1983,12.7,3.7,0.0,9.7,0.7,63.8,404.9,373.1,445.7,18.2,0.0,2.6
DAMOH,1984,40.1,60.1,0.0,0.7,0.0,104.3,156.5,669.2,79.1,0.9,0.0,0.0
DAMOH,1985,23.6,11.0,0.1,15.0,1.0,167.4,425.1,368.3,85.0,58.7,0.0,0.0
DAMOH,1986,13.8,102.5,39.2,0.1,31.1,191.4,258.6,225.0,101.7,8.9,0.0,28.9
DAMOH,1987,43.7,64.2,0.8,0.0,13.1,60.0,405.7,565.2,282.3,63.7,0.5,8.3
DAMOH,1988,1.7,10.3,2.8,0.5,2.4,234.4,285.1,350.1,59.1,37.1,0.0,0.0
DAMOH,1989,0.0,0.0,19.2,0.0,0.5,144.4,237.0,,,,2.4,
DAMOH,1990,0.0,24.5,0.0,0.0,25.9,482.0,362.5,402.3,402.5,8.0,0.0,12.8
DAMOH,1991,0.0,9.0,26.1,4.2,11.6,110.6,322.5,657.5,22.6,0.0,6.5,0.0
DAMOH,1992,0.0,0.0,0.3,1.5,2.5,4.5,311.6,508.8,344.4,0.0,0.0,0.0
DAMOH,1993,0.0,11.1,23.3,0.7,6.3,97.5,138.8,288.5,384.0,1.5,0.0,0.0
DAMOH,1994,5.6,18.7,0.0,19.4,2.1,192.9,699.0,611.6,44.3,1.2,0.0,0.0
DAMOH,1995,22.8,3.7,34.9,0.2,2.3,108.5,255.3,343.4,86.3,0.0,0.0,13.4
DAMOH,1996,45.8,20.6,8.7,2.5,0.0,14.7,303.5,380.6,147.0,51.8,0.0,0.0
DAMOH,1997,0.0,0.0,0.0,0.7,0.0,77.9,422.2,286.9,177.9,104.1,76.0,33.6
DAMOH,1998,2.5,0.0,0.0,0.2,0.0,28.2,246.3,346.3,105.8,0.0,0.0,0.0
DAMOH,1999,0.6,9.0,0.0,0.0,0.6,39.8,198.1,469.0,551.3,77.4,0.0,0.0
DAMOH,2000,0.0,0.0,0.0,0.0,6.2,139.0,333.0,191.0,102.5,0.0,0.0,0.0
DAMOH,2001,1.0,8.3,0.0,20.6,23.8,273.0,378.1,204.2,33.4,71.1,4.3,0.0
DAMOH,2002,0.6,24.6,0.2,0.0,1.0,39.0,47.4,473.0,150.8,61.6,14.4,2.5
DAMOH,2003,1.2,97.3,0.0,0.0,0.0,89.0,338.9,388.4,466.5,9.9,0.0,0.7
DAMOH,2004,34.2,0.0,0.0,5.6,9.2,217.2,177.9,320.7,122.9,23.6,0.0,0.0
DAMOH,2005,15.1,14.7,,,59.1,154.2,588.7,189.1,149.5,10.0,0.0,0.5
DAMOH,2006,,,45.2,13.4,8.5,30.9,316.0,277.7,41.0,,16.9,0.0
DAMOH,2007,,16.1,0.0,0.0,6.9,92.8,223.3,178.1,116.8,0.0,,0.0
DAMOH,2008,2.6,0.0,0.0,1.0,0.0,576.0,230.4,322.7,78.1,12.2,0.0,0.0
DAMOH,2009,23.5,2.2,0.0,6.4,3.8,19.6,260.5,172.9,222.0,68.7,93.2,5.1
DAMOH,2010,0.0,0.8,0.0,0.0,0.0,19.6,571.8,329.5,165.8,5.7,0.0,1.0
DATIA,1950,1.4,1.8,32.1,0.0,5.7,48.0,303.4,198.1,126.6,,0.0,8.6
DATIA,1951,4.6,0.0,16.9,0.0,0.0,40.7,80.4,338.0,327.5,20.0,7.0,0.0
DATIA,1952,2.8,4.1,9.9,0.0,0.0,279.8,181.4,354.2,26.0,0.0,0.0,16.1
DATIA,1953,15.0,0.0,0.0,8.1,0.0,57.3,190.6,143.8,84.8,9.6,0.0,2.4
DATIA,1954,2.8,22.1,5.1,0.0,0.0,6.6,142.1,278.9,382.5,0.9,0.0,0.0
DATIA,1955,25.8,1.5,0.0,0.0,0.0,158.0,69.2,429.9,109.3,78.9,0.0,0.0
DATIA,1956,23.4,4.2,5.1,0.0,0.0,67.7,371.5,345.7,128.3,218.1,0.0,0.0
DATIA,1957,,0.0,0.0,0.0,0.0,,267.1,300.5,132.9,16.5,0.0,0.0
DATIA,1958,0.0,0.0,1.0,0.0,0.0,19.0,462.6,242.6,208.3,90.1,0.0,0.0
DATIA,1959,,,,,,,,,,,,
DATIA,1960,0.0,0.0,7.5,0.0,2.5,50.8,214.1,469.5,88.3,145.0,0.0,0.0
DATIA,1961,65.7,0.0,0.0,0.0,0.0,25.5,249.4,502.4,248.9,183.9,6.7,10.0
DATIA,1962,7.5,2.0,4.5,0.0,0.0,31.0,203.4,194.4,178.0,0.0,0.0,0.0
DATIA,1963,9.0,0.0,0.2,15.0,0.0,54.4,209.1,318.9,361.6,0.0,13.5,0.0
DATIA,1964,0.0,0.0,0.0,0.0,0.0,15.5,245.9,359.4,251.8,0.0,0.0,12.0
DATIA,1965,0.0,3.2,0.0,19.6,0.0,0.0,269.5,162.5,276.9,8.6,0.0,0.0
DATIA,1966,0.0,2.5,0.0,0.0,0.0,98.7,112.8,236.2,23.3,0.0,2.3,3.8
DATIA,1967,0.0,0.0,27.8,0.5,0.0,16.2,239.7,344.2,420.1,4.0,0.0,50.4
DATIA,1968,14.3,0.0,0.0,0.0,0.0,22.8,576.0,151.8,76.0,6.6,0.0,0.0
DATIA,1969,,,,,,,,,,,,
DATIA,1970,,,,,,,,,,,,
DATIA,1971,16.6,1.2,0.6,3.2,2.0,232.4,614.2,153.9,218.7,74.8,0.0,0.0
DATIA,1972,0.0,22.4,0.9,0.0,0.0,25.7,93.3,431.2,234.8,12.8,42.6,1.0
DATIA,1973,0.5,2.5,0.0,0.0,0.5,59.5,220.6,256.6,23.8,28.5,0.0,2.5
DATIA,1974,0.0,0.0,0.0,0.0,0.2,24.8,361.3,248.1,29.0,42.8,0.0,12.8
DATIA,1975,0.1,2.1,3.2,0.0,0.5,87.9,221.9,435.7,124.1,32.0,0.0,0.0
DATIA,1976,10.7,0.0,0.0,1.5,2.9,126.1,276.8,337.4,143.0,0.0,1.9,0.0
DATIA,1977,13.9,0.7,0.0,4.9,2.8,45.2,350.5,181.0,91.8,0.0,1.7,2.0
DATIA,1978,0.0,1.5,21.4,0.1,0.0,72.0,343.0,274.5,219.1,0.0,2.0,0.0
DATIA,1979,25.5,107.5,3.7,0.4,75.0,42.0,146.0,67.0,5.1,1.3,58.0,0.0
DATIA,1980,1.5,1.0,0.0,0.0,0.0,212.1,148.9,606.2,1.0,3.0,0.0,15.9
DATIA,1981,3.3,0.0,9.5,0.0,27.5,43.0,132.7,86.0,101.8,10.0,16.0,2.7
DATIA,1982,18.8,3.7,14.1,4.0,12.6,15.7,349.3,445.2,122.6,37.9,27.2,6.4
DATIA,1983,16.0,,,,,,,,,,,
DATIA,1984,17.5,0.0,0.0,0.8,0.0,63.0,189.7,313.0,102.5,0.0,0.0,0.0
DATIA,1985,0.5,0.0,0.0,6.3,6.5,23.4,401.9,414.9,146.7,270.5,0.0,0.0
DATIA,1986,22.7,110.7,0.0,0.0,19.7,105.7,332.9,102.8,37.8,1.0,1.3,0.0
DATIA,1987,3.8,7.1,0.4,0.0,16.6,0.4,159.3,140.7,183.3,37.0,0.0,13.4
DATIA,1988,21.5,13.5,4.4,0.0,4.3,175.5,316.0,260.4,224.3,19.0,0.0,0.0
DATIA,1989,13.1,0.0,18.5,0.0,0.0,66.3,,328.4,95.0,,,0.0
DATIA,1990,0.0,25.0,0.0,0.7,15.1,72.6,185.3,169.2,637.1,0.0,0.0,0.0
DATIA,1991,0.0,19.5,0.0,14.9,0.0,26.9,297.0,327.7,45.5,0.0,1.4,31.5
DATIA,1992,0.0,1.5,0.0,0.0,0.0,11.0,155.0,359.4,144.9,89.3,15.4,0.0
DATIA,1993,0.0,12.5,11.3,6.4,8.4,116.9,156.3,106.8,379.3,2.3,0.5,0.0
DATIA,1994,14.8,0.9,0.0,5.0,3.5,58.7,296.4,212.2,36.5,1.2,0.0,0.0
DATIA,1995,16.7,0.0,6.0,0.0,0.0,63.4,173.6,323.1,105.2,0.0,0.0,0.0
DATIA,1996,46.1,22.5,0.0,3.5,0.0,74.4,274.4,453.2,119.5,125.5,0.0,0.0
DATIA,1997,0.5,0.0,0.0,0.0,0.7,90.5,190.7,301.9,115.9,30.8,15.4,126.5
DATIA,1998,0.0,1.3,29.0,3.3,8.9,69.8,223.0,463.0,78.9,3.9,0.0,0.0
DATIA,1999,0.8,0.0,0.0,0.0,14.3,47.3,294.4,307.1,362.5,15.0,0.0,0.0
DATIA,2000,0.0,,0.0,0.0,16.5,105.0,191.0,236.1,30.0,0.0,0.0,0.0
DATIA,2001,0.0,0.0,1.3,27.5,29.2,205.7,411.6,177.4,58.6,34.1,0.0,0.0
DATIA,2002,0.0,23.7,0.0,0.4,0.0,23.9,59.6,344.3,168.7,0.0,0.0,0.0
DATIA,2003,3.7,41.5,1.5,0.0,1.4,25.1,133.7,178.4,492.3,3.5,0.0,21.6
DATIA,2004,28.3,0.0,0.0,4.1,13.3,62.9,489.5,232.2,65.4,52.4,0.0,0.0
DATIA,2005,1.0,0.0,14.8,3.4,4.5,51.8,220.2,91.3,85.0,0.0,0.0,0.0
DATIA,2006,0.0,0.0,29.1,0.0,31.0,68.3,176.5,77.2,64.6,23.1,0.0,0.0
DATIA,2007,,48.0,21.0,0.0,,129.0,,134.5,115.6,0.0,,0.0
DATIA,2008,0.0,0.0,0.0,8.5,,,226.3,217.0,107.5,10.0,0.0,0.0
DATIA,2009,0.6,0.0,0.5,3.5,3.5,28.5,228.0,210.5,130.0,61.0,8.5,3.6
DATIA,2010,4.7,13.3,0.0,2.3,3.1,37.9,208.3,225.5,237.6,8.3,27.8,3.3
DEWAS,1950,0.0,0.0,11.6,0.0,23.0,29.0,582.9,149.6,323.1,0.0,0.0,11.1
DEWAS,1951,2.3,0.0,0.0,0.0,3.0,129.9,262.2,141.7,30.9,10.7,0.0,0.0
DEWAS,1952,0.0,2.6,0.0,1.7,0.3,166.3,336.4,187.2,58.5,0.0,0.0,8.8
DEWAS,1953,29.3,0.0,0.0,0.8,0.0,124.0,317.1,405.4,164.2,18.8,0.0,0.0
DEWAS,1954,13.1,1.0,0.3,0.0,2.9,94.2,419.5,193.9,677.7,5.9,0.0,0.0
DEWAS,1955,17.6,0.0,0.0,1.5,0.0,234.7,131.4,468.7,264.5,167.1,0.0,0.0
DEWAS,1956,2.9,0.2,0.0,0.0,64.2,124.0,320.6,179.4,104.8,62.1,14.2,10.2
DEWAS,1957,0.7,0.0,39.3,3.5,2.1,92.6,188.3,296.0,68.9,8.7,2.8,0.0
DEWAS,1958,0.4,0.0,0.0,0.0,0.4,73.1,369.5,256.9,293.8,62.8,8.3,0.0
DEWAS,1959,9.0,0.0,0.0,2.1,2.9,107.6,470.5,497.4,293.0,99.2,0.3,0.0
DEWAS,1960,40.2,0.0,21.3,0.0,7.8,151.0,255.9,346.5,34.8,30.3,0.0,0.0
DEWAS,1961,6.8,1.9,0.0,0.0,14.7,92.6,238.1,328.3,945.6,88.4,11.8,0.0
DEWAS,1962,4.9,1.4,15.7,12.0,3.6,4.6,324.8,210.2,399.2,0.0,11.6,52.3
DEWAS,1963,9.9,4.7,8.5,7.8,7.0,67.2,451.6,426.8,159.6,50.0,16.4,2.5
DEWAS,1964,0.0,0.0,1.5,0.0,2.8,146.1,406.1,364.5,133.1,5.6,0.0,0.0
DEWAS,1965,9.1,0.2,0.0,0.0,0.9,55.7,232.3,143.4,108.5,1.6,2.8,25.0
DEWAS,1966,16.2,0.0,4.9,0.0,0.0,65.3,334.0,197.9,135.2,1.0,42.9,0.0
DEWAS,1967,0.0,0.0,22.3,16.4,3.8,274.2,208.5,204.4,204.0,1.2,0.0,127.6
DEWAS,1968,0.0,4.4,5.3,0.0,0.0,22.5,418.2,314.6,126.1,8.4,0.0,0.0
DEWAS,1969,0.3,0.0,0.1,0.0,0.0,61.0,258.4,437.5,290.4,0.0,90.0,0.4
DEWAS,1970,9.6,9.9,5.5,0.0,30.5,340.3,189.5,332.4,281.3,1.2,0.0,0.0
DEWAS,1971,0.0,0.0,0.0,0.8,33.6,223.5,408.0,257.5,280.9,18.0,0.0,0.0
DEWAS,1972,0.0,0.5,0.0,0.1,0.6,136.3,233.2,469.5,32.3,16.4,3.4,0.3
DEWAS,1973,0.0,0.2,0.0,5.5,21.9,92.1,708.5,486.5,321.5,48.8,0.0,18.4
DEWAS,1974,4.1,0.0,1.6,0.5,16.9,40.4,168.8,373.1,96.6,70.8,5.9,0.5
DEWAS,1975,0.0,1.3,0.0,3.7,11.0,165.6,240.1,330.1,293.9,65.1,0.0,0.0
DEWAS,1976,1.5,0.0,3.4,2.3,4.3,152.1,244.9,444.2,189.6,0.0,55.4,1.5
DEWAS,1977,0.0,4.7,3.8,7.2,14.8,160.9,240.0,427.0,208.9,7.3,28.3,0.0
DEWAS,1978,0.0,9.1,0.0,1.8,0.0,141.0,260.8,384.8,15.3,21.1,34.6,28.9
DEWAS,1979,25.5,44.6,8.3,1.6,2.9,129.5,184.5,373.5,38.7,7.7,99.3,7.1
DEWAS,1980,0.0,0.0,0.0,0.0,0.0,297.1,211.4,277.9,55.0,0.0,0.0,48.4
DEWAS,1981,1.5,0.0,6.7,0.0,9.1,145.4,289.2,347.4,99.0,41.0,25.8,12.6
DEWAS,1982,58.2,1.2,1.3,0.0,6.2,72.0,251.9,261.6,63.8,34.4,66.4,0.0
DEWAS,1983,0.0,0.0,0.0,4.3,7.9,118.9,224.7,347.6,285.8,34.5,0.0,0.0
DEWAS,1984,15.7,5.7,0.0,0.0,0.0,101.6,175.2,721.5,19.1,12.0,0.0,0.0
DEWAS,1985,0.0,0.0,2.1,0.0,0.1,57.5,126.7,220.8,95.3,118.2,0.0,0.0
DEWAS,1986,0.7,16.7,0.0,0.0,1.6,127.4,558.2,306.5,37.9,5.1,0.0,0.4
DEWAS,1987,13.9,0.0,0.0,0.0,4.6,136.7,115.4,393.6,16.3,33.3,5.7,14.8
DEWAS,1988,0.9,0.0,0.0,0.0,10.5,131.4,303.9,308.4,164.8,98.1,0.0,0.0
DEWAS,1989,0.0,0.0,9.6,0.0,4.0,135.9,,,,,,
DEWAS,1990,4.0,5.3,0.0,0.0,26.8,178.1,265.6,559.7,239.6,10.5,0.0,10.1
DEWAS,1991,0.0,0.0,0.0,0.0,0.0,139.5,285.6,175.3,18.3,0.0,0.0,0.0
DEWAS,1992,0.0,0.0,0.0,0.0,13.3,75.8,186.8,284.2,56.2,37.9,0.0,0.0
DEWAS,1993,0.0,2.0,0.3,0.0,0.0,146.9,496.5,313.1,200.6,14.3,3.2,3.7
DEWAS,1994,14.9,9.5,0.0,0.0,0.0,265.6,323.7,410.1,252.8,0.0,0.0,0.0
DEWAS,1995,19.3,0.0,10.4,1.1,0.0,87.1,285.5,223.6,155.3,0.0,0.0,2.0
DEWAS,1996,0.0,0.0,0.0,0.0,4.4,38.3,531.5,268.5,189.7,58.1,2.2,0.0
DEWAS,1997,3.6,0.0,0.0,0.0,2.1,89.8,382.1,338.6,58.8,36.5,77.4,39.9
DEWAS,1998,0.0,0.0,0.0,0.0,0.0,110.0,262.7,147.9,339.4,82.7,0.0,0.0
DEWAS,1999,0.0,37.1,0.0,0.0,8.4,163.7,314.0,152.2,283.2,129.6,0.0,0.0
DEWAS,2000,0.0,,0.0,0.0,4.1,66.6,283.0,141.8,34.8,0.0,0.0,
DEWAS,2001,0.0,0.0,0.0,0.0,0.0,274.6,274.0,210.3,12.3,0.0,0.0,0.0
DEWAS,2002,0.0,17.1,0.0,0.0,0.0,246.6,58.3,266.7,189.8,2.4,0.0,0.0
DEWAS,2003,0.0,7.2,0.0,0.0,0.0,108.2,368.9,233.7,336.1,0.0,0.0,0.0
DEWAS,2004,5.4,0.0,0.0,0.0,0.0,41.8,281.8,432.6,54.4,19.8,0.0,0.0
DEWAS,2005,,,,,0.0,,178.4,171.6,188.5,,,
DEWAS,2006,,,42.8,,51.8,67.2,320.5,668.4,268.4,9.1,,
DEWAS,2007,,0.0,0.0,0.0,,69.8,235.6,269.5,155.8,0.0,,0.0
DEWAS,2008,0.0,0.0,0.0,0.0,0.0,124.8,235.8,190.9,188.3,8.9,14.7,0.0
DEWAS,2009,0.1,0.0,0.0,0.0,0.0,65.7,371.7,173.3,86.8,112.3,96.1,11.7
DEWAS,2010,5.7,0.0,0.0,0.0,0.0,39.9,249.0,391.8,77.9,0.0,0.0,0.0
DHAR,1950,0.0,0.0,0.0,0.0,0.0,35.5,448.4,83.6,374.9,0.0,0.0,0.0
DHAR,1951,0.0,0.0,0.0,0.0,9.7,76.9,313.7,109.6,72.1,21.1,0.3,0.0
DHAR,1952,0.0,0.0,0.0,0.8,0.1,110.6,312.5,102.8,23.7,0.0,0.0,1.4
DHAR,1953,9.9,0.0,0.0,0.0,0.0,87.5,163.2,237.2,107.1,21.9,0.0,0.0
DHAR,1954,2.0,0.3,3.3,0.0,0.5,62.3,311.2,206.8,628.4,0.3,0.0,0.0
DHAR,1955,1.4,0.1,0.0,0.0,0.8,243.7,68.8,314.5,165.6,168.4,0.0,0.0
DHAR,1956,1.5,0.0,0.0,0.0,61.1,127.4,232.3,105.9,151.3,80.5,0.0,0.0
DHAR,1957,0.0,0.0,0.0,0.0,1.3,108.5,163.5,328.8,75.0,15.4,4.6,0.0
DHAR,1958,3.6,0.0,0.0,9.0,0.0,61.0,252.7,288.6,225.2,42.6,26.0,0.0
DHAR,1959,10.2,0.0,0.0,4.6,0.0,181.8,345.8,292.4,448.6,82.2,12.7,0.0
DHAR,1960,8.5,0.0,1.6,0.0,28.4,182.7,132.6,184.5,111.6,33.3,0.0,0.0
DHAR,1961,4.5,0.0,0.0,0.0,0.0,113.9,342.5,142.4,522.6,103.2,0.7,0.2
DHAR,1962,0.0,0.0,14.0,0.0,0.0,25.9,283.9,175.3,352.7,0.0,17.3,22.5
DHAR,1963,9.0,2.6,0.4,1.9,6.7,63.9,277.8,208.8,80.8,49.0,28.1,1.4
DHAR,1964,0.0,0.0,0.0,0.0,8.2,95.7,280.1,178.7,225.2,0.0,0.0,0.0
DHAR,1965,0.8,0.0,0.0,0.0,0.0,10.4,204.6,151.4,31.5,1.5,0.8,7.4
DHAR,1966,1.3,0.0,1.1,0.0,0.0,72.6,220.5,116.1,146.5,0.0,23.4,1.3
DHAR,1967,0.0,0.0,25.1,0.0,1.1,153.4,228.1,105.0,125.0,0.0,0.0,52.3
DHAR,1968,0.0,0.5,7.4,0.0,0.0,27.1,336.7,301.8,133.4,35.1,0.0,0.0
DHAR,1969,0.0,0.0,0.0,0.0,0.0,72.3,372.7,249.0,324.5,0.0,49.0,0.7
